37.4565,0,-2.83039
88.9536,0,3.9965
-192.723,0,-31.4036
-13.7025,0,-16.598
-96.0774,0,-6.86768
-369.048,0,-10.3222
-354.497,0,-14.3622
-625.584,0,-11.4788
-653.728,0,-10.7634
-778.305,0,-4.21452
-835.883,0,-11.9502
-1100.18,0,7.58071
-1441.17,0,2.27293
-1311.05,0,-22.674
-1622.77,0,-11.7767
-1910.69,0,-17.7127
-2085.32,0,-14.4704
-2440.33,0,-9.59617
-2687.07,0,-7.98786
-3168.24,0,5.58693
-3328.63,0,-14.3059
-3694.82,0,2.11026
-3866.08,0,2.74686
-3948.99,0,14.8677
-4399.89,0,-12.0136
-4822.74,0,8.09202
-5183.18,0,0.898632
-5623.03,0,-4.34601
-5991.48,0,9.75884
-6423.61,0,7.71667
-6663.69,0,3.33885
-6879.33,0,2.73822
-7434.15,0,-3.85648
-7816.63,0,-4.15368
-8210.18,0,-17.9276
-8592.31,0,-0.493471
-9199.22,0,-11.0076
-9527.47,0,6.50708
-9934.65,0,-15.3552
-10291.6,0,-8.94106
-10815.5,0,17.2848
-11194.3,0,2.2669
-11510.5,0,-17.08
-12006.8,0,1.36137
-12372.4,0,4.56081
-12806.9,0,4.99523
-13279.4,0,-4.29557
-13536.9,0,-13.9905
-14193.6,0,-5.38181
-14675.9,0,8.20686
-15102.3,0,-3.10085
-15614.5,0,4.27956
-15966.2,0,0.116122
-16347.4,0,-18.0934
-16429.3,0,-12.1969
-16873.6,0,-8.33954
-17276.8,0,-27.718
-17704.5,0,11.5844
-18029.6,0,2.60374
-18345.8,0,-8.72504
-18775.6,0,-4.64378
-19081.3,0,0.165024
-19403.8,0,12.8932
-19709.7,0,14.0679
-20181.7,0,23.2603
-20317.5,0,13.0658
-20795.2,0,10.2723
-21159.3,0,-5.27769
-21670.5,0,12.7085
-22146.3,0,-7.22858
-22647.1,0,13.5064
-22889.3,0,-1.48429
-23347.5,0,6.58628
-23725,0,-9.87172
-24295.2,0,7.21613
-24551.5,0,-28.707
-24983.8,0,-12.8108
-25495.9,0,7.52486
-25872.6,0,-6.00216
-26394.9,0,-3.40261
-26648.2,0,-7.44175
-26969.4,0,6.91996
-27325.3,0,9.52411
-27700.7,0,-8.82731
-28267.8,0,6.92567
-28696.5,0,-1.38622
-29090,0,-20.764
-29390.1,0,11.2023
-29964.4,0,-34.8366
-30644.9,0,-14.4538
-30975.5,0,-5.44827
-31462.4,0,-12.228
-31933,0,2.80419
-32528.1,0,-14.0523
-32898.2,0,10.4821
-33474.6,0,-9.89496
-33922.9,0,1.86301
-34319.4,0,6.33262
-34735.8,0,7.97321
-35415.2,0,3.0514
-35715.2,0,17.6885
-36227.6,0,13.9257
-36745.5,0,1.01323
-37086.5,0,4.65175
-37412.1,0,27.4549
-37694.8,0,6.36937
-38213,0,-1.59304
-38529.8,0,-21.0757
-38978,0,-10.3442
-39375.2,0,13.968
-39792.7,0,11.1484
-40168.1,0,-5.32004
-40569.6,0,-16.4419
-41037.6,0,5.69417
-41497.1,0,-5.58451
-41789.9,0,1.77546
-42450.3,0,-10.6486
-42614.9,0,21.1295
-43016.7,0,2.06234
-43192,0,1.31707
-43844.4,0,16.1419
-44483.7,0,-7.24444
-44748.4,0,-2.63022
-45412.2,0,-15.5302
-45977,0,-9.05214
-46169.1,0,-18.307
-46470,0,15.3039
-46697.4,0,-12.4862
-47302.3,0,-1.48844
-47636.1,0,8.65297
-47866.4,0,12.1376
-48391,0,-10.4553
-48755.8,0,-14.455
