0.000,-0.503,-10.056,0.000
-0.025,-0.982,-9.579,0.050
-0.074,-1.462,-9.598,0.100
-0.147,-1.922,-9.198,0.150
-0.243,-2.433,-10.220,0.200
-0.365,-2.926,-9.866,0.250
-0.511,-3.461,-10.709,0.300
-0.684,-3.963,-10.030,0.350
-0.883,-4.445,-9.634,0.400
-1.105,-4.956,-10.226,0.450
-1.353,-5.445,-9.774,0.500
-1.625,-5.939,-9.881,0.550
-1.922,-6.429,-9.800,0.600
-2.243,-6.929,-10.001,0.650
-2.590,-7.431,-10.048,0.700
-2.961,-7.924,-9.863,0.750
-3.357,-8.410,-9.711,0.800
-3.778,-8.917,-10.153,0.850
-4.224,-9.405,-9.746,0.900
-4.694,-9.896,-9.825,0.950
-5.189,-10.361,-9.303,1.000
-5.707,-10.854,-9.857,1.050
-6.249,-11.356,-10.045,1.100
-6.817,-11.804,-8.955,1.150
-7.407,-12.340,-10.716,1.200
-8.024,-12.805,-9.309,1.250
-8.665,-13.278,-9.462,1.300
-9.329,-13.793,-10.302,1.350
-10.018,-14.259,-9.305,1.400
-10.731,-14.741,-9.643,1.450
-11.468,-15.240,-9.983,1.500
-12.230,-15.756,-10.328,1.550
-13.018,-16.234,-9.557,1.600
-13.830,-16.740,-10.125,1.650
-14.667,-17.262,-10.426,1.700
-15.530,-17.760,-9.968,1.750
-16.418,-18.261,-10.016,1.800
-17.331,-18.750,-9.780,1.850
-18.269,-19.244,-9.889,1.900
-19.231,-19.708,-9.273,1.950
-20.216,-20.183,-9.498,2.000
-21.225,-20.677,-9.887,2.050
-22.259,-21.188,-10.216,2.100
-23.319,-21.652,-9.278,2.150
-24.401,-22.125,-9.459,2.200
-25.507,-22.556,-8.622,2.250
-26.635,-23.041,-9.692,2.300
-27.787,-23.494,-9.076,2.350
-28.962,-23.975,-9.604,2.400
-30.161,-24.463,-9.772,2.450
-31.384,-24.988,-10.485,2.500
-32.633,-25.462,-9.487,2.550
-33.906,-25.971,-10.187,2.600
-35.205,-26.473,-10.040,2.650
-36.529,-26.965,-9.829,2.700
-37.877,-27.461,-9.933,2.750
-39.250,-27.987,-10.509,2.800
-40.649,-28.495,-10.166,2.850
-42.074,-28.965,-9.394,2.900
-43.522,-29.440,-9.507,2.950
-44.994,-29.915,-9.498,3.000
-46.490,-30.402,-9.732,3.050
-48.010,-30.877,-9.514,3.100
-49.554,-31.362,-9.702,3.150
-51.122,-31.857,-9.885,3.200
-52.715,-32.321,-9.289,3.250
-54.331,-32.817,-9.920,3.300
-55.972,-33.325,-10.154,3.350
-57.638,-33.788,-9.268,3.400
-59.327,-34.251,-9.258,3.450
-61.040,-34.777,-10.514,3.500
-62.779,-35.253,-9.525,3.550
-64.541,-35.789,-10.724,3.600
-66.331,-36.256,-9.332,3.650
-68.144,-36.767,-10.228,3.700
-69.982,-37.240,-9.459,3.750
-71.844,-37.744,-10.085,3.800
-73.731,-38.228,-9.661,3.850
-75.643,-38.749,-10.427,3.900
-77.580,-39.246,-9.936,3.950
-79.542,-39.738,-9.837,4.000
-81.529,-40.207,-9.380,4.050
-83.540,-40.657,-9.008,4.100
-85.572,-41.134,-9.550,4.150
-87.629,-41.618,-9.677,4.200
-89.710,-42.132,-10.270,4.250
-91.817,-42.654,-10.444,4.300
-93.949,-43.140,-9.725,4.350
-96.106,-43.628,-9.749,4.400
-98.288,-44.105,-9.538,4.450
-100.493,-44.579,-9.495,4.500
-102.722,-45.062,-9.649,4.550
-104.975,-45.585,-10.466,4.600
-107.254,-46.056,-9.411,4.650
-109.557,-46.548,-9.857,4.700
-111.885,-47.060,-10.237,4.750
-114.238,-47.560,-9.995,4.800
-116.616,-48.082,-10.436,4.850
-119.020,-48.580,-9.964,4.900
-121.449,-49.054,-9.474,4.950
-123.901,-49.552,-9.957,5.000
-126.379,-50.061,-10.195,5.050
-128.882,-50.558,-9.925,5.100
-131.410,-51.038,-9.604,5.150
-133.962,-51.559,-10.413,5.200
-136.540,-52.072,-10.266,5.250
-139.143,-52.559,-9.753,5.300
-141.771,-53.078,-10.369,5.350
-144.425,-53.525,-8.940,5.400
-147.101,-54.019,-9.879,5.450
-149.802,-54.530,-10.216,5.500
-152.529,-55.038,-10.176,5.550
-155.281,-55.540,-10.026,5.600
-158.058,-56.043,-10.065,5.650
-160.860,-56.580,-10.745,5.700
-163.689,-57.042,-9.245,5.750
-166.541,-57.533,-9.817,5.800
-169.418,-58.024,-9.822,5.850
-172.319,-58.497,-9.444,5.900
-175.244,-59.011,-10.282,5.950
-178.194,-59.518,-10.149,6.000
-181.170,-59.998,-9.605,6.050
-184.170,-60.490,-9.839,6.100
-187.195,-60.973,-9.656,6.150
-190.243,-61.465,-9.846,6.200
-193.317,-61.961,-9.918,6.250
-196.415,-62.420,-9.169,6.300
-199.536,-62.886,-9.333,6.350
-202.680,-63.433,-10.927,6.400
-205.852,-63.890,-9.148,6.450
-209.046,-64.332,-8.845,6.500
-212.263,-64.795,-9.259,6.550
-215.502,-65.291,-9.906,6.600
-218.767,-65.797,-10.118,6.650
-222.057,-66.271,-9.485,6.700
-225.370,-66.775,-10.087,6.750
-228.709,-67.258,-9.651,6.800
-232.072,-67.749,-9.820,6.850
-235.459,-68.212,-9.265,6.900
-238.870,-68.711,-9.984,6.950
-242.306,-69.212,-10.008,7.000
-245.766,-69.694,-9.641,7.050
-249.251,-70.141,-8.945,7.100
-252.758,-70.630,-9.774,7.150
-256.289,-71.129,-9.996,7.200
-259.846,-71.601,-9.427,7.250
-263.426,-72.075,-9.489,7.300
