0.010, -0.001, -0.097, -9.662
0.020, -0.001, -0.094, -9.402
0.030, -0.001, -0.091, -9.143
0.040, -0.000, -0.076, -7.643
0.050, 0.000, 0.053, 5.331
0.060, 0.002, 0.264, 21.101
0.070, 0.006, 0.633, 36.878
0.080, 0.015, 1.157, 52.435
0.090, 0.030, 1.762, 60.501
0.100, 0.051, 2.411, 64.931
0.110, 0.078, 3.105, 69.364
0.120, 0.113, 3.843, 73.800
0.130, 0.155, 4.618, 77.557
0.140, 0.205, 5.390, 77.209
0.150, 0.263, 6.151, 76.173
0.160, 0.328, 6.903, 75.162
0.170, 0.401, 7.648, 74.551
0.180, 0.481, 8.389, 74.077
0.190, 0.569, 9.125, 73.603
0.200, 0.664, 9.856, 73.129
0.210, 0.766, 10.585, 72.941
0.220, 0.876, 11.315, 73.043
0.230, 0.992, 12.047, 73.144
0.240, 1.116, 12.779, 73.245
0.250, 1.248, 13.512, 73.345
0.260, 1.387, 14.246, 73.446
0.270, 1.533, 14.982, 73.546
0.280, 1.686, 15.718, 73.647
0.290, 1.847, 16.455, 73.747
0.300, 2.015, 17.194, 73.847
0.310, 2.191, 17.933, 73.946
0.320, 2.374, 18.673, 74.045
0.330, 2.565, 19.414, 74.143
0.340, 2.762, 20.157, 74.242
0.350, 2.968, 20.900, 74.340
0.360, 3.180, 21.644, 74.439
0.370, 3.401, 22.389, 74.538
0.380, 3.628, 23.136, 74.637
0.390, 3.863, 23.883, 74.735
0.400, 4.106, 24.631, 74.834
0.410, 4.356, 25.380, 74.932
0.420, 4.614, 26.130, 75.028
0.430, 4.878, 26.881, 75.098
0.440, 5.151, 27.633, 75.157
0.450, 5.431, 28.385, 75.217
0.465, 5.865, 29.514, 75.299
0.488, 6.549, 31.210, 75.421
0.521, 7.645, 33.760, 75.603
0.571, 9.428, 37.550, 75.873
0.621, 11.400, 41.354, 76.167
0.671, 13.563, 45.174, 76.460
0.721, 15.918, 49.008, 76.766
0.771, 18.465, 52.859, 77.083
0.821, 21.204, 56.725, 77.397
0.871, 24.137, 60.606, 77.708
0.921, 27.265, 64.504, 78.013
0.971, 30.588, 68.415, 78.296
1.021, 34.107, 72.335, 78.425
1.071, 37.821, 76.256, 78.444
1.121, 41.732, 80.177, 78.406
1.171, 45.839, 84.094, 78.302
1.221, 50.142, 88.005, 78.123
1.271, 54.639, 91.903, 77.840
1.321, 59.332, 95.785, 77.469
1.371, 64.217, 99.648, 77.057
1.421, 69.296, 103.488, 76.583
1.471, 74.566, 107.304, 76.106
1.521, 80.026, 111.097, 75.646
1.571, 85.675, 114.864, 75.133
1.616, 90.897, 118.219, 74.759
1.656, 95.659, 121.187, 74.573
1.693, 100.267, 123.990, 74.708
1.735, 105.443, 127.071, 74.799
1.777, 110.856, 130.220, 74.968
1.820, 116.577, 133.477, 75.276
1.868, 123.079, 137.103, 75.750
1.918, 130.029, 140.902, 76.337
1.968, 137.169, 144.728, 76.824
2.018, 144.502, 148.572, 77.156
2.068, 152.027, 152.432, 77.379
2.116, 159.435, 156.145, 77.462
2.154, 165.319, 159.034, 77.461
2.185, 170.307, 161.442, 77.381
2.214, 175.120, 163.729, 77.275
2.243, 179.853, 165.944, 77.124
2.271, 184.598, 168.130, 76.897
2.302, 189.792, 170.482, 76.586
2.338, 196.026, 173.249, 76.134
2.388, 204.783, 177.033, 75.405
2.438, 213.728, 180.774, 74.481
2.488, 222.859, 184.453, 73.213
2.535, 231.486, 187.802, 71.957
2.566, 237.420, 190.040, 71.167
2.594, 242.773, 192.022, 70.682
2.622, 248.092, 193.961, 70.370
2.651, 253.801, 196.012, 70.169
2.685, 260.493, 198.384, 70.039
2.734, 270.221, 201.774, 69.990
2.783, 280.397, 205.249, 69.625
2.833, 290.745, 208.699, 69.108
2.884, 301.266, 212.122, 68.550
2.928, 310.658, 215.106, 67.885
2.964, 318.601, 217.575, 67.147
3.004, 327.330, 220.224, 66.249
3.054, 338.423, 223.490, 65.072
3.104, 349.678, 226.690, 63.711
3.154, 361.091, 229.824, 62.458
3.204, 372.659, 232.897, 61.287
3.241, 381.224, 235.111, 60.437
3.273, 388.749, 237.020, 59.928
3.305, 396.568, 238.975, 59.624
3.346, 406.396, 241.401, 59.497
3.396, 418.539, 244.348, 59.142
3.446, 430.830, 247.274, 58.721
3.474, 437.629, 248.865, 58.103
3.497, 443.566, 250.235, 57.594
3.521, 449.418, 251.568, 57.072
3.544, 455.369, 252.902, 56.468
3.570, 461.939, 254.349, 55.672
3.606, 471.154, 256.327, 54.504
3.656, 484.038, 258.994, 52.892
3.706, 497.052, 261.562, 50.927
3.731, 503.461, 262.784, 49.892
3.752, 509.125, 263.846, 49.333
3.773, 514.630, 264.864, 48.887
3.794, 520.140, 265.872, 48.572
3.816, 526.084, 266.949, 48.466
3.846, 534.122, 268.398, 48.502
3.891, 546.259, 270.569, 48.449
3.941, 559.848, 272.971, 48.155
3.972, 568.128, 274.411, 47.668
3.997, 575.211, 275.605, 46.352
4.023, 582.152, 276.731, 44.726
4.050, 589.923, 277.930, 42.603
4.089, 600.589, 279.450, 39.395
4.139, 614.605, 281.161, 33.772
4.189, 628.695, 282.473, 26.002
4.221, 637.848, 283.077, 18.827
4.248, 645.581, 283.447, 13.631
4.276, 653.321, 283.693, 9.191
4.317, 664.939, 283.836, 3.543
